"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Game/City_of_Brass_Enviroment/Materials/Paint_Ground.Paint_Ground","0","40","5","1","46.015728","40","426"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Substance_Material.Enviro_Substance_Material","0","74","7","1","38.480888","0","526"
"/Game/City_of_Brass_Enviroment/Materials/Cloth_Substance_material.Cloth_Substance_material","0","123","16","2","70.359573","0","683"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Substance_Alpha_Material.Enviro_Substance_Alpha_Material","0","111","8","1","58.019276","0","990"
"/Game/City_of_Brass_Enviroment/Materials/Streaks01_D_Mat.Streaks01_D_Mat","0","33","8","1","18.630705","0","138"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_Substance_Emissive_Mat.Enviro_Substance_Emissive_Mat","0","74","8","1","38.223919","0","500"
"/VRM4U/MaterialUtil/M_VrmUnlitTexture.M_VrmUnlitTexture","0","78","19","2","36.691978","0","363"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/VRM4U/MaterialUtil/M_VrmSimple.M_VrmSimple","0","228","34","3","247.193970","228","3036"
"/Game/City_of_Brass_Enviroment/Materials/Foliage_mat.Foliage_mat","0","111","9","1","65.779976","0","952"
"/Game/Stylized_Egypt/Materials/plants_materials/M_tree.M_tree","0","39","9","1","22.398678","0","162"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","72","19","2","25.023815","0","239"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/Stylized_Egypt/Materials/building_materials/base_materials/M_metal.M_metal","0","46","20","2","26.033588","0","132"
"/Game/Stylized_Egypt/Materials/building_materials/M_pyramid.M_pyramid","0","46","19","2","24.200489","0","130"
"/Game/Stylized_Egypt/Materials/props_materials/M_egyptian_statue.M_egyptian_statue","0","23","9","1","12.025483","0","64"
"/Game/MSPresets/Foliage_Material/Foliage_Material.Foliage_Material","0","84","10","1","44.947258","0","538"
"/Game/Stylized_Egypt/Materials/building_materials/base_materials/M_concrete_paint.M_concrete_paint","0","46","20","2","23.706303","0","132"
"/Game/Stylized_Egypt/Materials/building_materials/M_building_wood.M_building_wood","0","23","10","1","11.956043","0","66"
"/Game/Stylized_Egypt/Materials/plants_materials/M_plants.M_plants","0","168","21","2","94.109070","0","1099"
"/Game/Stylized_Egypt/Materials/stones_materials/M_stones.M_stones","0","23","10","1","12.739455","0","66"
"/Game/MS_CardboardBoxV1/Master_Materials/Standard_MasterMaterial.Standard_MasterMaterial","0","23","10","1","12.610524","0","66"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","27","10","1","9.000627","0","74"
"/Game/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","72","21","2","24.238678","0","249"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","60","10","1","20.706642","0","277"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","90","21","2","28.866838","0","369"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","45","10","1","14.101532","0","180"
"/Game/City_of_Brass_Enviroment/Materials/Enviro_WorldUV_Mat.Enviro_WorldUV_Mat","0","40","11","1","20.098866","0","137"
